رقم القيد الأصلي (قيود),التاريخ,البيان,رقم الحساب القديم,اسم الحساب,مدين,دائن,ملاحظة السطر
53,2024-10-24,قيد يدوي رقم 53 - أنشئ بواسطة محاسب ارمي,2105,ضريبة القيمة المضافة المستحقة,1161.6,,
53,2024-10-24,قيد يدوي رقم 53 - أنشئ بواسطة محاسب ارمي,110102,عهدة سالم,,8905.6,
50,2024-10-27,قيد يدوي رقم 50 - أنشئ بواسطة محاسب ارمي,1204,مشروعات تحت التنفيذ,2340.0,,
50,2024-10-27,قيد يدوي رقم 50 - أنشئ بواسطة محاسب ارمي,110102,عهدة سالم,,2340.0,
52,2024-10-28,قيد يدوي رقم 52 - أنشئ بواسطة محاسب ارمي,1204,مشروعات تحت التنفيذ,174.0,,
52,2024-10-28,قيد يدوي رقم 52 - أنشئ بواسطة محاسب ارمي,2105,ضريبة القيمة المضافة المستحقة,26.1,,
52,2024-10-28,قيد يدوي رقم 52 - أنشئ بواسطة محاسب ارمي,110102,عهدة سالم,,200.1,
49,2024-10-29,قيد يدوي رقم 49 - أنشئ بواسطة محاسب ارمي,1204,مشروعات تحت التنفيذ,8260.87,,
49,2024-10-29,قيد يدوي رقم 49 - أنشئ بواسطة محاسب ارمي,2105,ضريبة القيمة المضافة المستحقة,1239.13,,
49,2024-10-29,قيد يدوي رقم 49 - أنشئ بواسطة محاسب ارمي,110102,عهدة سالم,,9500.0,
51,2024-10-29,قيد يدوي رقم 51 - أنشئ بواسطة محاسب ارمي,1204,مشروعات تحت التنفيذ,2139.5,,
51,2024-10-29,قيد يدوي رقم 51 - أنشئ بواسطة محاسب ارمي,2105,ضريبة القيمة المضافة المستحقة,320.93,,
51,2024-10-29,قيد يدوي رقم 51 - أنشئ بواسطة محاسب ارمي,110102,عهدة سالم,,2460.43,
48,2024-10-30,قيد يدوي رقم 48 - أنشئ بواسطة محاسب ارمي,1204,مشروعات تحت التنفيذ,121.74,,
48,2024-10-30,قيد يدوي رقم 48 - أنشئ بواسطة محاسب ارمي,2105,ضريبة القيمة المضافة المستحقة,18.26,,
48,2024-10-30,قيد يدوي رقم 48 - أنشئ بواسطة محاسب ارمي,110102,عهدة سالم,,140.0,
121,2024-11-01,قيد يدوي رقم 121 - أنشئ بواسطة محاسب ارمي,1205,مصاريف التاسيس,75000.0,,
121,2024-11-01,قيد يدوي رقم 121 - أنشئ بواسطة محاسب ارمي,110102,عهدة سالم,,75000.0,
18,2024-11-03,قيد يدوي رقم 18 - أنشئ بواسطة محاسب ارمي,110201,حساب البنك الاهلي 12300001016808,150000.0,,
18,2024-11-03,قيد يدوي رقم 18 - أنشئ بواسطة محاسب ارمي,3201,جاري الشريك بدر القرني,,150000.0,
26,2024-11-04,قيد يدوي رقم 26 - أنشئ بواسطة محاسب ارمي,1204,مشروعات تحت التنفيذ,9209.0,,
26,2024-11-04,قيد يدوي رقم 26 - أنشئ بواسطة محاسب ارمي,1107,شركة يسم للتجارة,,9209.0,
47,2024-11-04,قيد يدوي رقم 47 - أنشئ بواسطة محاسب ارمي,1204,مشروعات تحت التنفيذ,7913.04,,
47,2024-11-04,قيد يدوي رقم 47 - أنشئ بواسطة محاسب ارمي,2105,ضريبة القيمة المضافة المستحقة,1186.96,,
47,2024-11-04,قيد يدوي رقم 47 - أنشئ بواسطة محاسب ارمي,110102,عهدة سالم,,9100.0,
45,2024-11-06,قيد يدوي رقم 45 - أنشئ بواسطة محاسب ارمي,1204,مشروعات تحت التنفيذ,8500.0,,
45,2024-11-06,قيد يدوي رقم 45 - أنشئ بواسطة محاسب ارمي,110102,عهدة سالم,,8500.0,
46,2024-11-06,قيد يدوي رقم 46 - أنشئ بواسطة محاسب ارمي,1204,مشروعات تحت التنفيذ,9911.0,,
46,2024-11-06,قيد يدوي رقم 46 - أنشئ بواسطة محاسب ارمي,2105,ضريبة القيمة المضافة المستحقة,1486.65,,
46,2024-11-06,قيد يدوي رقم 46 - أنشئ بواسطة محاسب ارمي,1204,مشروعات تحت التنفيذ,325.0,,
46,2024-11-06,قيد يدوي رقم 46 - أنشئ بواسطة محاسب ارمي,2105,ضريبة القيمة المضافة المستحقة,48.75,,
46,2024-11-06,قيد يدوي رقم 46 - أنشئ بواسطة محاسب ارمي,110102,عهدة سالم,,11771.4,
11,2024-11-11,قيد يدوي رقم 11 - أنشئ بواسطة محاسب ارمي,1205,مصاريف التاسيس,158700.0,,
11,2024-11-11,قيد يدوي رقم 11 - أنشئ بواسطة محاسب ارمي,1107,شركة يسم للتجارة,,158700.0,
95,2024-11-12,قيد يدوي رقم 95 - أنشئ بواسطة محاسب ارمي,1204,مشروعات تحت التنفيذ,390.0,,
95,2024-11-12,قيد يدوي رقم 95 - أنشئ بواسطة محاسب ارمي,110102,عهدة سالم,,390.0,
96,2024-11-12,قيد يدوي رقم 96 - أنشئ بواسطة محاسب ارمي,1204,مشروعات تحت التنفيذ,2693.91,,
96,2024-11-12,قيد يدوي رقم 96 - أنشئ بواسطة محاسب ارمي,110102,عهدة سالم,,3098.0,
96,2024-11-12,قيد يدوي رقم 96 - أنشئ بواسطة محاسب ارمي,2105,ضريبة القيمة المضافة المستحقة,404.09,,
97,2024-11-12,قيد يدوي رقم 97 - أنشئ بواسطة محاسب ارمي,1204,مشروعات تحت التنفيذ,2380.0,,
97,2024-11-12,قيد يدوي رقم 97 - أنشئ بواسطة محاسب ارمي,110102,عهدة سالم,,2380.0,
195,2024-11-14,قيد يدوي رقم 195 - أنشئ بواسطة محاسب ارمي,110102,عهدة سالم,150000.0,,
195,2024-11-14,قيد يدوي رقم 195 - أنشئ بواسطة محاسب ارمي,110201,حساب البنك الاهلي 12300001016808,,150000.0,
99,2024-11-16,قيد يدوي رقم 99 - أنشئ بواسطة محاسب ارمي,1204,مشروعات تحت التنفيذ,1573.9,,
99,2024-11-16,قيد يدوي رقم 99 - أنشئ بواسطة محاسب ارمي,110102,عهدة سالم,,1810.0,
99,2024-11-16,قيد يدوي رقم 99 - أنشئ بواسطة محاسب ارمي,2105,ضريبة القيمة المضافة المستحقة,236.1,,
100,2024-11-16,قيد يدوي رقم 100 - أنشئ بواسطة محاسب ارمي,1204,مشروعات تحت التنفيذ,535.0,,
100,2024-11-16,قيد يدوي رقم 100 - أنشئ بواسطة محاسب ارمي,110102,عهدة سالم,,615.25,
100,2024-11-16,قيد يدوي رقم 100 - أنشئ بواسطة محاسب ارمي,2105,ضريبة القيمة المضافة المستحقة,80.25,,
101,2024-11-17,قيد يدوي رقم 101 - أنشئ بواسطة محاسب ارمي,110103,عهدة جانجير ابوعمر,5000.0,,
101,2024-11-17,قيد يدوي رقم 101 - أنشئ بواسطة محاسب ارمي,110103,عهدة جانجير ابوعمر,5000.0,,
101,2024-11-17,قيد يدوي رقم 101 - أنشئ بواسطة محاسب ارمي,110102,عهدة سالم,,5000.0,
101,2024-11-17,قيد يدوي رقم 101 - أنشئ بواسطة محاسب ارمي,110102,عهدة سالم,,5000.0,
98,2024-11-18,قيد يدوي رقم 98 - أنشئ بواسطة محاسب ارمي,1204,مشروعات تحت التنفيذ,634.78,,
98,2024-11-18,قيد يدوي رقم 98 - أنشئ بواسطة محاسب ارمي,110102,عهدة سالم,,730.0,
98,2024-11-18,قيد يدوي رقم 98 - أنشئ بواسطة محاسب ارمي,2105,ضريبة القيمة المضافة المستحقة,95.22,,
102,2024-11-18,قيد يدوي رقم 102 - أنشئ بواسطة محاسب ارمي,1204,مشروعات تحت التنفيذ,3961.75,,فاتورة 996 ادوات كهربائية من شركة السرو
102,2024-11-18,قيد يدوي رقم 102 - أنشئ بواسطة محاسب ارمي,1204,مشروعات تحت التنفيذ,701.5,,فاتورة 6999 ادوات دهانات من الجزيرة للمصنع
102,2024-11-18,قيد يدوي رقم 102 - أنشئ بواسطة محاسب ارمي,1204,مشروعات تحت التنفيذ,15.0,,فاتورة ريشة ادوات سباكة من نوادر بدر 
102,2024-11-18,قيد يدوي رقم 102 - أنشئ بواسطة محاسب ارمي,1204,مشروعات تحت التنفيذ,258.0,,فاتورة ادوات دهانات من ابناء حامد عبدالرحيم
102,2024-11-18,قيد يدوي رقم 102 - أنشئ بواسطة محاسب ارمي,1205,مصاريف التاسيس,2000.0,,راتب عبدالمجيد الحارس شهر نوفمبر 
102,2024-11-18,قيد يدوي رقم 102 - أنشئ بواسطة محاسب ارمي,1204,مشروعات تحت التنفيذ,1799.75,,قيمة اسمنت بدون فاتورة واجرة عمال واكل للعمال وديزل 
102,2024-11-18,قيد يدوي رقم 102 - أنشئ بواسطة محاسب ارمي,110103,عهدة جانجير ابوعمر,,8736.0,
103,2024-11-18,قيد يدوي رقم 103 - أنشئ بواسطة محاسب ارمي,1204,مشروعات تحت التنفيذ,43.0,,فاتورة 8551 من نسيم بدر
103,2024-11-18,قيد يدوي رقم 103 - أنشئ بواسطة محاسب ارمي,1204,مشروعات تحت التنفيذ,12.0,,فاتورة19075 مسمار من مواد البناء العمران  
103,2024-11-18,قيد يدوي رقم 103 - أنشئ بواسطة محاسب ارمي,110103,عهدة جانجير ابوعمر,,55.0,
104,2024-11-19,قيد يدوي رقم 104 - أنشئ بواسطة محاسب ارمي,120103,المعدات,34040.0,,
104,2024-11-19,قيد يدوي رقم 104 - أنشئ بواسطة محاسب ارمي,1107,شركة يسم للتجارة,,34040.0,
105,2024-11-19,قيد يدوي رقم 105 - أنشئ بواسطة محاسب ارمي,110103,عهدة جانجير ابوعمر,5000.0,,
105,2024-11-19,قيد يدوي رقم 105 - أنشئ بواسطة محاسب ارمي,110102,عهدة سالم,,5000.0,
106,2024-11-21,قيد يدوي رقم 106 - أنشئ بواسطة محاسب ارمي,1204,مشروعات تحت التنفيذ,221.0,,
106,2024-11-21,قيد يدوي رقم 106 - أنشئ بواسطة محاسب ارمي,110103,عهدة جانجير ابوعمر,,150.0,فاتورة 533 فرشة ورولا دهانات اوسكار 
106,2024-11-21,قيد يدوي رقم 106 - أنشئ بواسطة محاسب ارمي,110103,عهدة جانجير ابوعمر,,71.0,ديزل جانجير 
107,2024-11-21,قيد يدوي رقم 107 - أنشئ بواسطة محاسب ارمي,1204,مشروعات تحت التنفيذ,670.0,,
107,2024-11-21,قيد يدوي رقم 107 - أنشئ بواسطة محاسب ارمي,110103,عهدة جانجير ابوعمر,,670.0,
109,2024-11-21,قيد يدوي رقم 109 - أنشئ بواسطة محاسب ارمي,1204,مشروعات تحت التنفيذ,1000.0,,
109,2024-11-21,قيد يدوي رقم 109 - أنشئ بواسطة محاسب ارمي,1107,شركة يسم للتجارة,,1000.0,
108,2024-11-22,قيد يدوي رقم 108 - أنشئ بواسطة محاسب ارمي,1204,مشروعات تحت التنفيذ,2012.0,,
108,2024-11-22,قيد يدوي رقم 108 - أنشئ بواسطة محاسب ارمي,110103,عهدة جانجير ابوعمر,,472.0,
108,2024-11-22,قيد يدوي رقم 108 - أنشئ بواسطة محاسب ارمي,110103,عهدة جانجير ابوعمر,,1540.0,
110,2024-11-22,قيد يدوي رقم 110 - أنشئ بواسطة محاسب ارمي,1204,مشروعات تحت التنفيذ,7200.0,,
110,2024-11-22,قيد يدوي رقم 110 - أنشئ بواسطة محاسب ارمي,110103,عهدة جانجير ابوعمر,,7200.0,
111,2024-11-22,قيد يدوي رقم 111 - أنشئ بواسطة محاسب ارمي,1204,مشروعات تحت التنفيذ,17700.0,,
111,2024-11-22,قيد يدوي رقم 111 - أنشئ بواسطة محاسب ارمي,110102,عهدة سالم,,17700.0,
112,2024-11-22,قيد يدوي رقم 112 - أنشئ بواسطة محاسب ارمي,1204,مشروعات تحت التنفيذ,1920.0,,حوالة مؤسسة عاديات الغربية 
112,2024-11-22,قيد يدوي رقم 112 - أنشئ بواسطة محاسب ارمي,1204,مشروعات تحت التنفيذ,1200.0,,حوالة عثمان حامد الصبحي 
112,2024-11-22,قيد يدوي رقم 112 - أنشئ بواسطة محاسب ارمي,1204,مشروعات تحت التنفيذ,8000.0,,حوالة اسامة علي عبيد الصبحي
112,2024-11-22,قيد يدوي رقم 112 - أنشئ بواسطة محاسب ارمي,1204,مشروعات تحت التنفيذ,5160.0,,حوالات متفرقة مشتريات 
112,2024-11-22,قيد يدوي رقم 112 - أنشئ بواسطة محاسب ارمي,110102,عهدة سالم,,16280.0,
117,2024-11-22,قيد يدوي رقم 117 - أنشئ بواسطة محاسب ارمي,1204,مشروعات تحت التنفيذ,49800.0,,حوالة رائد سليم الحربي 
117,2024-11-22,قيد يدوي رقم 117 - أنشئ بواسطة محاسب ارمي,1204,مشروعات تحت التنفيذ,9998.0,,حوالة عبدالله سالم ابراهيم سعيد
117,2024-11-22,قيد يدوي رقم 117 - أنشئ بواسطة محاسب ارمي,1204,مشروعات تحت التنفيذ,31744.0,,حوالة عبدالله سالم ابراهيم سعيد
117,2024-11-22,قيد يدوي رقم 117 - أنشئ بواسطة محاسب ارمي,110102,عهدة سالم,,91542.0,
129,2024-11-23,قيد يدوي رقم 129 - أنشئ بواسطة محاسب ارمي,1204,مشروعات تحت التنفيذ,5500.0,,
129,2024-11-23,قيد يدوي رقم 129 - أنشئ بواسطة محاسب ارمي,110102,عهدة سالم,,5500.0,حوالة 500 وحوالة 5000 ابداع للتكييف
113,2024-11-24,قيد يدوي رقم 113 - أنشئ بواسطة محاسب ارمي,110103,عهدة جانجير ابوعمر,5000.0,,
113,2024-11-24,قيد يدوي رقم 113 - أنشئ بواسطة محاسب ارمي,110102,عهدة سالم,,5000.0,
114,2024-11-24,قيد يدوي رقم 114 - أنشئ بواسطة محاسب ارمي,1204,مشروعات تحت التنفيذ,2236.75,,
114,2024-11-24,قيد يدوي رقم 114 - أنشئ بواسطة محاسب ارمي,110102,عهدة سالم,,2236.75,
115,2024-11-25,قيد يدوي رقم 115 - أنشئ بواسطة محاسب ارمي,1204,مشروعات تحت التنفيذ,130.0,,
115,2024-11-25,قيد يدوي رقم 115 - أنشئ بواسطة محاسب ارمي,110103,عهدة جانجير ابوعمر,,130.0,
116,2024-11-25,قيد يدوي رقم 116 - أنشئ بواسطة محاسب ارمي,1204,مشروعات تحت التنفيذ,299.0,,
116,2024-11-25,قيد يدوي رقم 116 - أنشئ بواسطة محاسب ارمي,110103,عهدة جانجير ابوعمر,,299.0,
128,2024-11-25,قيد يدوي رقم 128 - أنشئ بواسطة محاسب ارمي,1205,مصاريف التاسيس,1500.0,,
128,2024-11-25,قيد يدوي رقم 128 - أنشئ بواسطة محاسب ارمي,110102,عهدة سالم,,1500.0,
118,2024-11-26,قيد يدوي رقم 118 - أنشئ بواسطة محاسب ارمي,1204,مشروعات تحت التنفيذ,20.0,,
118,2024-11-26,قيد يدوي رقم 118 - أنشئ بواسطة محاسب ارمي,110103,عهدة جانجير ابوعمر,,20.0,
119,2024-11-26,قيد يدوي رقم 119 - أنشئ بواسطة محاسب ارمي,110102,عهدة سالم,100000.0,,
119,2024-11-26,قيد يدوي رقم 119 - أنشئ بواسطة محاسب ارمي,3201,جاري الشريك بدر القرني,,100000.0,
120,2024-11-26,قيد يدوي رقم 120 - أنشئ بواسطة محاسب ارمي,1204,مشروعات تحت التنفيذ,929.0,,
120,2024-11-26,قيد يدوي رقم 120 - أنشئ بواسطة محاسب ارمي,110103,عهدة جانجير ابوعمر,,929.0,
122,2024-11-28,قيد يدوي رقم 122 - أنشئ بواسطة محاسب ارمي,1204,مشروعات تحت التنفيذ,8.0,,
122,2024-11-28,قيد يدوي رقم 122 - أنشئ بواسطة محاسب ارمي,110103,عهدة جانجير ابوعمر,,8.0,
123,2024-11-28,قيد يدوي رقم 123 - أنشئ بواسطة محاسب ارمي,110103,عهدة جانجير ابوعمر,5000.0,,
123,2024-11-28,قيد يدوي رقم 123 - أنشئ بواسطة محاسب ارمي,110102,عهدة سالم,,5000.0,
124,2024-11-28,قيد يدوي رقم 124 - أنشئ بواسطة محاسب ارمي,1204,مشروعات تحت التنفيذ,62.0,,واضافة 54 ريال بدون فاتورة 
124,2024-11-28,قيد يدوي رقم 124 - أنشئ بواسطة محاسب ارمي,110103,عهدة جانجير ابوعمر,,62.0,
125,2024-11-28,قيد يدوي رقم 125 - أنشئ بواسطة محاسب ارمي,1204,مشروعات تحت التنفيذ,390.0,,
